"discipline","Institutions","Cites","Top_Papers","Cites_Per_Paper","rank_position"
"environment_ecology","JIANGSU UNIVERSITY OF SCIENCE & TECHNOLOGY","6419","12","16.17","1759"
"environment_ecology","CSIC - REAL JARDIN BOTANICO DE MADRID","6408","6","41.61","1760"
"environment_ecology","UNIVERSITY OF NORTH CAROLINA CHARLOTTE","6401","4","22.78","1761"
"environment_ecology","UNIVERSIDAD DEL VALLE","6394","3","19.26","1762"
"environment_ecology","OXFORD BROOKES UNIVERSITY","6392","3","26.09","1763"
"environment_ecology","KING MONGKUTS UNIVERSITY OF TECHNOLOGY THONBURI","6388","2","13.25","1764"
"environment_ecology","FLORIDA ATLANTIC UNIVERSITY","6383","2","15.88","1765"
"environment_ecology","CALIFORNIA POLYTECHNIC STATE UNIVERSITY SAN LUIS OBISPO","6371","0","21.31","1766"
"environment_ecology","QUEENSLAND MUSEUM","6358","3","53.43","1767"
"environment_ecology","QUFU NORMAL UNIVERSITY","6351","6","14.27","1768"
"environment_ecology","SHIRAZ UNIVERSITY OF MEDICAL SCIENCE","6347","4","19.53","1769"
"environment_ecology","GREAT BARRIER REEF MARINE PK AUTHOR","6340","3","85.68","1770"
"environment_ecology","NATIONAL CLIMATE CENTRE, CHINA METEOROLOGICAL ADMINISTRATION","6339","3","29.21","1771"
"environment_ecology","MINIST ENVIRONM PROTECT","6334","3","39.1","1772"
"environment_ecology","GURU NANAK DEV UNIVERSITY","6332","4","24.73","1773"
"environment_ecology","ANKARA UNIVERSITY","6321","7","13.03","1774"
"environment_ecology","ERASMUS MC","6313","1","23.73","1775"
"environment_ecology","UNIVERSITI TUNKU ABDUL RAHMAN (UTAR)","6307","6","20.95","1776"
"environment_ecology","INSTITUTE OF GEOLOGY & GEOPHYSICS, CAS","6304","1","15.96","1777"
"environment_ecology","NATIONAL UNIVERSITY OF THE SOUTH","6299","6","15.03","1778"
"environment_ecology","AJOU UNIVERSITY","6297","5","19.56","1779"
"environment_ecology","AGRI-FOOD & BIOSCIENCES INSTITUTE","6291","4","27.96","1780"
"environment_ecology","ALEXANDRU IOAN CUZA UNIVERSITY","6288","2","14.29","1781"
"environment_ecology","UNIVERSIDAD MAYOR DE SAN ANDRES","6286","6","32.07","1782"
"environment_ecology","UNIVERSITY OF THE RYUKYUS","6282","2","12.64","1783"
"environment_ecology","ISTITUTO PER LO STUDIO DEGLI ECOSISTEMI (ISE-CNR)","6281","2","35.09","1784"
"environment_ecology","UNIVERSITY OF MISSOURI SAINT LOUIS","6279","5","36.09","1785"
"environment_ecology","UNIVERSITY OF ZIMBABWE","6273","5","21.41","1786"
"environment_ecology","UNIVERSITI TEKNOLOGI MARA","6259","3","15.15","1787"
"environment_ecology","GUANGDONG ACADEMY OF AGRICULTURAL SCIENCES","6258","6","23.62","1788"
"environment_ecology","HUAIBEI NORMAL UNIVERSITY","6251","4","39.82","1789"
"environment_ecology","HEALTH EFFECTS INSTITUTE (HEI)","6250","6","120.19","1790"
"environment_ecology","CHINA MEDICAL UNIVERSITY","6247","1","14.87","1791"
"environment_ecology","NATIONAL TAIWAN NORMAL UNIVERSITY","6240","3","13.74","1792"
"environment_ecology","UNIVERSITY OF UDINE","6238","6","20.45","1793"
"environment_ecology","VILLANOVA UNIVERSITY","6235","5","25.55","1794"
"environment_ecology","ASTON UNIVERSITY","6232","11","32.29","1795"
"environment_ecology","YELLOW SEA FISHERIES RESEARCH INSTITUTE, CAFS","6225","3","17.15","1796"
"environment_ecology","INSTITUTE FOR BASIC SCIENCE - KOREA (IBS)","6224","9","58.17","1797"
"environment_ecology","SATHYABAMA INSTITUTE OF SCIENCE & TECHNOLOGY","6224","8","21.32","1797"
"environment_ecology","PUBLIC HEALTH ENGLAND","6221","2","41.47","1798"
"environment_ecology","INSTITUTO TECNOLOGICO VALE DESENVOLVIMENTO SUSTENTAVEL","6211","3","21.13","1799"
"environment_ecology","OHIO UNIVERSITY","6209","3","20.36","1800"
"environment_ecology","ISTITUTO ITALIANO DI TECNOLOGIA - IIT","6205","9","80.58","1801"
"environment_ecology","JOINT BIOENERGY INSTITUTE - JBEI","6202","4","54.4","1802"
"environment_ecology","UNIVERSITY OF DAR ES SALAAM","6202","4","16.45","1802"
"environment_ecology","LANZHOU UNIVERSITY OF TECHNOLOGY","6192","3","15.21","1803"
"environment_ecology","JILIN AGRICULTURAL UNIVERSITY","6189","3","11.34","1804"
"environment_ecology","UNIVERSITY OF LUXEMBOURG","6188","9","33.27","1805"
"environment_ecology","UNIVERSITI MALAYSIA PAHANG AL-SULTAN ABDULLAH (UMPSA)","6183","7","22.82","1806"
"environment_ecology","VILNIUS GEDIMINAS TECHNICAL UNIVERSITY","6182","0","13.04","1807"
"environment_ecology","CHINA NATIONAL PETROLEUM CORPORATION","6181","2","9.31","1808"
"environment_ecology","BAHIR DAR UNIVERSITY","6172","2","14.22","1809"
"environment_ecology","FEDERAL INSTITUTE FOR MATERIALS RESEARCH & TESTING","6170","2","39.05","1810"
"environment_ecology","OPEN UNIVERSITY NETHERLANDS","6167","3","25.48","1811"
"environment_ecology","UNIVERSITY OF VERONA","6166","1","17.52","1812"
"environment_ecology","UNIVERSIDADE FEDERAL DE AMAZONAS","6159","4","12.86","1813"
"environment_ecology","NATIONAL UNIVERSITY OF THE LITTORAL","6144","1","15.25","1814"
"environment_ecology","K. N. TOOSI UNIVERSITY OF TECHNOLOGY","6133","2","15.11","1815"
"environment_ecology","WROCLAW UNIVERSITY OF SCIENCE & TECHNOLOGY","6119","3","11.17","1816"
"environment_ecology","FLORIDA INSTITUTE OF TECHNOLOGY","6116","3","36.84","1817"
"environment_ecology","CSIC-UPF - INSTITUT DE BIOLOGIA EVOLUTIVA (IBE)","6116","5","31.05","1817"
"environment_ecology","IBN ZOHR UNIVERSITY OF AGADIR","6108","5","16.6","1818"
"environment_ecology","CSIC - ESTACION EXPERIMENTAL DEL ZAIDIN (EEZ)","6104","2","38.15","1819"
"environment_ecology","OSAKA METROPOLITAN UNIVERSITY","6103","6","22.11","1820"
"environment_ecology","BHARATHIDASAN UNIVERSITY","6099","1","16.85","1821"
"environment_ecology","HENAN UNIVERSITY OF SCIENCE & TECHNOLOGY","6099","4","16.09","1821"
"environment_ecology","TATA INSTITUTE OF FUNDAMENTAL RESEARCH (TIFR)","6094","5","23.71","1822"
"environment_ecology","ISTITUTO NAZIONALE DI OCEANOGRAFIA E DI GEOFISICA SPERIMENTALE","6084","5","23.13","1823"
"environment_ecology","GORGAN UNIVERSITY OF AGRICULTURAL SCIENCES & NATURAL RESOURCES","6073","2","17.25","1824"
"environment_ecology","SARI AGRICULTURAL SCIENCES & NATURAL RESOURCES UNIVERSITY (SANRU)","6068","3","28.9","1825"
"environment_ecology","CAWTHRON INSTITUTE","6060","2","21.04","1826"
"environment_ecology","UNIVERSIDAD DE LA SERENA","6057","6","27.41","1827"
"environment_ecology","URMIA UNIVERSITY","6055","5","16.15","1828"
"environment_ecology","MONTCLAIR STATE UNIVERSITY","6046","2","26.75","1829"
"environment_ecology","FONDS DE LA RECHERCHE SCIENTIFIQUE - FNRS","6040","6","81.62","1830"
"environment_ecology","HAKAI INSTITUTE","6039","5","35.95","1831"
"environment_ecology","INSTITUTO NACIONAL DE SALUD PUBLICA","6031","2","23.65","1832"
"environment_ecology","KUNMING INSTITUTE OF ZOOLOGY, CAS","6030","4","24.81","1833"
"environment_ecology","MINIST WATER RESOURCES","6028","1","10.43","1834"
"environment_ecology","CANADIAN CENTRE FOR CLIMATE MODELLING & ANALYSIS (CCCMA)","6026","9","89.94","1835"
"environment_ecology","PUNJAB AGRICULTURAL UNIVERSITY","6020","4","14.4","1836"
"environment_ecology","CSIC - INSTITUTO DE AGRICULTURA SOSTENIBLE (IAS)","6018","5","71.64","1837"
"environment_ecology","ISTITUTO PER LA PROTEZIONE SOSTENIBILE DELLE PIANTE (IPSP-CNR)","6018","5","34.79","1837"
"environment_ecology","GREAT LAKES FORESTRY CENTRE","6016","3","31.83","1838"
"environment_ecology","UNIVERSITY OF ABOMEY CALAVI","6013","4","15.66","1839"
"environment_ecology","FEDERATION UNIVERSITY AUSTRALIA","5996","3","23.42","1840"
"environment_ecology","UNESCO","5995","6","57.64","1841"
"environment_ecology","TIANJIN UNIVERSITY SCIENCE & TECHNOLOGY","5990","1","15.13","1842"
"environment_ecology","JAHANGIRNAGAR UNIVERSITY","5978","5","22.47","1843"
"environment_ecology","UNIVERSITY OF JORDAN","5976","4","10.71","1844"
"environment_ecology","SZEGED UNIVERSITY","5970","3","15.67","1845"
"environment_ecology","UNIVERSIDAD AUTONOMA METROPOLITANA - MEXICO","5969","1","10.51","1846"
"environment_ecology","UNIVERSIDADE DO ESTADO DE SANTA CATARINA","5967","4","20.86","1847"
"environment_ecology","NATIONAL CENTRE FOR GROUNDWATER RESEARCH & TRAINING","5964","3","26.99","1848"
"environment_ecology","UNIVERSITY OF AUGSBURG","5963","5","28.13","1849"
"environment_ecology","NATL MUSEUMS KENYA","5962","6","28.53","1850"
"environment_ecology","ROYAL DUTCH SHELL","5961","3","28.52","1851"
"environment_ecology","UNIVERSITY OF LIFE SCIENCES IN LUBLIN","5959","1","10.17","1852"
"environment_ecology","MOHAMMED V UNIVERSITY IN RABAT","5957","4","15.35","1853"
"environment_ecology","UNIVERSIDADE FEDERAL DE SERGIPE","5945","2","16.47","1854"
"environment_ecology","DURBAN UNIVERSITY OF TECHNOLOGY","5943","3","20.01","1855"
"environment_ecology","EUROPEAN CENTRE FOR MEDIUM-RANGE WEATHER FORECASTS (ECMWF)","5940","3","43.36","1856"
"environment_ecology","UNIVERSITY OF IOANNINA","5937","1","17.57","1857"
"environment_ecology","UNIVERSITY OF WINNIPEG","5935","6","31.91","1858"
"environment_ecology","SHENZHEN INSTITUTE OF ADVANCED TECHNOLOGY, CAS","5929","17","28.92","1859"
"environment_ecology","UNIVERSIDADE REGIONAL DE BLUMENAU (FURB)","5925","7","42.32","1860"
"environment_ecology","NATIONAL CENTER FOR CHRONIC & NONCOMMUNICABLE DISEASE CONTROL & PREVENTION, CHINESE CENTER FOR DISEASE CONTROL & PREVENTION","5923","3","54.34","1861"
"environment_ecology","WETSUS","5900","4","57.84","1862"
"environment_ecology","CHUNG SHAN MEDICAL UNIVERSITY","5893","0","12.67","1863"
"environment_ecology","UNIVERSITY OF COLORADO DENVER","5890","1","21.65","1864"
"environment_ecology","INSTITUTE PENYELIDIKAN PERHUTANAN MALAYSIA","5872","7","49.34","1865"
"environment_ecology","NATIONAL CENTRE FOR BIOLOGICAL SCIENCES (NCBS)","5869","5","24.05","1866"
"environment_ecology","UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO (UFRRJ)","5857","3","15.06","1867"
"environment_ecology","UNIVERSITY OF YAMANASHI","5851","6","24.79","1868"
"environment_ecology","AUSTRALIAN NUCLEAR SCIENCE & TECHNOLOGY ORGANISATION","5851","6","22","1868"
"environment_ecology","L'ISTITUTO PER L'AMBIENTE MARINO COSTIERO (IAMC-CNR)","5839","2","33.18","1869"
"environment_ecology","JIANGSU NORMAL UNIVERSITY","5832","3","16.66","1870"
"environment_ecology","NANTONG UNIVERSITY","5832","2","11.19","1870"
"environment_ecology","STEFAN CEL MARE UNIVERSITY OF SUCEAVA","5825","7","28.55","1871"
"environment_ecology","NATIONAL OBSERVATORY OF ATHENS","5822","4","28.13","1872"
"environment_ecology","UNIVERSIDADE FEDERAL DO ACRE (UFAC)","5814","7","43.71","1873"
"environment_ecology","RESEARCH INSTITUTE FOR HUMANITY & NATURE (RIHN)","5813","3","21.29","1874"
"environment_ecology","UNIVERSITY OF ZIELONA GORA","5803","5","19.15","1875"
"environment_ecology","NOAKHALI SCIENCE & TECHNOLOGY UNIVERSITY (NSTU)","5802","9","21.98","1876"
"environment_ecology","UNIVERSITY OF FORT HARE","5792","2","17.14","1877"
"environment_ecology","AMITY UNIVERSITY NOIDA","5791","8","18.8","1878"
"environment_ecology","WISCONSIN DEPT NAT RESOURCES","5786","4","25.38","1879"
"environment_ecology","ECOLE NATIONALE DINGENIEURS DE SFAX (ENIS)","5786","1","16.97","1879"
"environment_ecology","PONTIFICIA UNIVERSIDADE CATOLICA DO RIO DE JANEIRO","5784","6","36.15","1880"
"environment_ecology","UNIVERSITY OF MANAGEMENT & TECHNOLOGY (UMT)","5780","9","23.59","1881"
"environment_ecology","CITY ST GEORGES, UNIVERSITY OF LONDON","5776","4","42.16","1882"
"environment_ecology","UNITED NATIONS ENVIRONMENT PROGRAMME","5774","9","58.92","1883"
"environment_ecology","JULIUS KUHN-INSTITUT","5767","3","24.03","1884"
"environment_ecology","NAT ENGLAND","5766","5","29.42","1885"
"environment_ecology","UNIVERSIDAD NACIONAL COSTA RICA","5765","3","24.12","1886"
"environment_ecology","NATIONAL SYNCHROTRON RADIATION RESEARCH CENTER","5760","8","68.57","1887"
"environment_ecology","MINIST HLTH","5760","1","16.23","1887"
"environment_ecology","BEIJING GENOMICS INSTITUTE (BGI)","5758","7","44.64","1888"
"environment_ecology","AREEO","5756","1","19.51","1889"
"environment_ecology","UNIVERSIDAD DE TARAPACA","5742","11","12.76","1890"
"environment_ecology","UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI","5735","1","14.52","1891"
"environment_ecology","MICROSOFT UNITED KINGDOM","5733","3","179.16","1892"
"environment_ecology","YUNNAN NORMAL UNIVERSITY","5732","3","12.94","1893"
"environment_ecology","INLAND NORWAY UNIVERSITY OF APPLIED SCIENCES","5730","3","16.8","1894"
"environment_ecology","MISSOURI UNIVERSITY OF SCIENCE & TECHNOLOGY","5726","3","25","1895"
"environment_ecology","UNIVERSITY OF NORTH CAROLINA GREENSBORO","5724","5","20.81","1896"
"environment_ecology","THAPAR INSTITUTE OF ENGINEERING & TECHNOLOGY","5713","5","23.41","1897"
"environment_ecology","TOTTORI UNIVERSITY","5712","2","19.63","1898"
"environment_ecology","TEXAS A&M AGRILIFE RESEARCH","5705","2","18.58","1899"
"environment_ecology","UNIV NACL RIO NEGRO","5703","8","49.59","1900"
"environment_ecology","HACETTEPE UNIVERSITY","5702","5","16.02","1901"
"environment_ecology","XIZANG UNIVERSITY","5700","6","15","1902"
"environment_ecology","ISTITUTO DI RICERCHE FARMACOLOGICHE MARIO NEGRI IRCCS","5692","0","30.6","1903"
"environment_ecology","UNIVERSITY OF ENGINEERING & TECHNOLOGY LAHORE","5680","4","13.82","1904"
"environment_ecology","NATIONAL INSTITUTE OF POLAR RESEARCH (NIPR) - JAPAN","5667","4","18.83","1905"
"environment_ecology","DANISH CANCER SOCIETY","5666","2","42.92","1906"
"environment_ecology","MINNESOTA STATE COLLEGES & UNIVERSITIES","5666","2","28.33","1906"
"environment_ecology","UNIVERSITY OF VETERINARY MEDICINE VIENNA","5659","2","19.38","1907"
"environment_ecology","NASA AMES RESEARCH CENTER","5657","2","35.36","1908"
"environment_ecology","KLAIPEDA UNIVERSITY","5656","2","16.25","1909"
"environment_ecology","WORLD CONSERVAT MONITORING CTR","5648","5","176.5","1910"
"environment_ecology","SOKOINE UNIVERSITY OF AGRICULTURE","5638","2","17.4","1911"
"environment_ecology","SUNWAY UNIVERSITY","5637","10","16.93","1912"
"environment_ecology","CICERO CTR INT CLIMATE RES","5632","7","54.15","1913"
"environment_ecology","BIRLA INSTITUTE OF TECHNOLOGY & SCIENCE PILANI (BITS PILANI)","5628","3","18.64","1914"
"environment_ecology","POZNAN UNIVERSITY OF TECHNOLOGY","5620","7","15.15","1915"
"environment_ecology","UNIVERSITY OF ULSAN","5615","1","16.18","1916"
"environment_ecology","VNU-HCM UNIVERSITY OF TECHNOLOGY (HCMUT)","5614","4","21.51","1917"
"environment_ecology","PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU","5612","2","25.39","1918"
"environment_ecology","HUN-REN CENTRE FOR AGRICULTURAL RESEARCH","5612","2","19.55","1918"
"environment_ecology","ALPHABET INC.","5610","9","64.48","1919"
"environment_ecology","NATIONAL YUNLIN UNIVERSITY SCIENCE & TECHNOLOGY","5603","2","15.35","1920"
"environment_ecology","PERIYAR UNIVERSITY","5598","6","26.41","1921"
"environment_ecology","CYPRUS INST","5597","6","28.27","1922"
"environment_ecology","UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE","5597","4","18.05","1922"
"environment_ecology","CSIRO ENERGY","5586","3","51.72","1923"
"environment_ecology","UNIVERSITY OF INDONESIA","5586","2","16.83","1923"
"environment_ecology","INDIAN INSTITUTE OF TECHNOLOGY BHU VARANASI (IIT BHU VARANASI)","5585","3","17.62","1924"
"environment_ecology","LIAONING UNIVERSITY","5579","5","13.88","1925"
"environment_ecology","UNIVERSITY OF LOS ANDES VENEZUELA","5566","7","49.26","1926"
"environment_ecology","JAPAN FISHERIES RESEARCH & EDUCATION AGENCY (FRA)","5565","1","13.71","1927"
"environment_ecology","UNIVERSIDAD VERACRUZANA","5563","2","10.99","1928"
"environment_ecology","GUILIN UNIVERSITY OF ELECTRONIC TECHNOLOGY","5560","8","25.39","1929"
"environment_ecology","INSTITUTE OF METAL RESEARCH, CAS","5554","13","102.85","1930"
"environment_ecology","WUHAN INSTITUTE OF ROCK & SOIL MECHANICS, CAS","5554","4","18.15","1930"
"environment_ecology","UNIVERSIDADE ESTADUAL DE LONDRINA","5553","0","15.82","1931"
"environment_ecology","NATIONAL TAIWAN OCEAN UNIVERSITY","5546","1","13.08","1932"
"environment_ecology","UNIVERSIDAD DE LA COSTA","5541","6","14.39","1933"
"environment_ecology","ITALFARMACO","5519","4","16.93","1934"
"environment_ecology","BUDAPEST UNIVERSITY OF TECHNOLOGY & ECONOMICS","5515","1","19.98","1935"
"environment_ecology","KERMAN UNIVERSITY OF MEDICAL SCIENCES","5508","6","22.95","1936"
"environment_ecology","SHAHID CHAMRAN UNIVERSITY OF AHVAZ","5499","1","14.06","1937"
"environment_ecology","INSTITUTE OF HYDROGEOLOGY & ENVIRONMENTAL GEOLOGY, CHINESE ACADEMY OF GEOLOGICAL SCIENCES","5497","1","14.13","1938"
"environment_ecology","MACAU UNIVERSITY OF SCIENCE & TECHNOLOGY","5486","5","12","1939"
"environment_ecology","CHUNGBUK NATIONAL UNIVERSITY","5485","3","12.58","1940"
"environment_ecology","POLITECNICO DI BARI","5483","2","17.41","1941"
"environment_ecology","UNIVERSITY OF LOUISIANA SYSTEM","5481","3","16.66","1942"
"environment_ecology","CURTIN UNIVERSITY MALAYSIA","5477","4","25.01","1943"
"environment_ecology","MOHAMMED VI POLYTECHNIC UNIVERSITY","5475","7","13.19","1944"
"environment_ecology","SANDIA NATIONAL LABORATORIES","5470","5","31.26","1945"
"environment_ecology","CORVINUS UNIVERSITY BUDAPEST","5469","4","42.4","1946"
"environment_ecology","RURAL DEVELOPMENT ADMINISTRATION (RDA), REPUBLIC OF KOREA","5464","5","24.5","1947"
"environment_ecology","ILIA STATE UNIVERSITY","5463","5","22.76","1948"
"environment_ecology","KOREA INSTITUTE OF CIVIL ENGINEERING & BUILDING TECHNOLOGY (KICT)","5460","0","10.07","1949"
"environment_ecology","INCHEON NATIONAL UNIVERSITY","5454","2","15.95","1950"
"environment_ecology","GOOGLE INCORPORATED","5440","9","67.16","1951"
"environment_ecology","ILMA UNIV","5440","8","27.06","1951"
"environment_ecology","UNIVERSITY OF KASHMIR","5437","2","14.46","1952"
"environment_ecology","YALE NUS COLLEGE","5422","6","45.95","1953"
"environment_ecology","SUKACHEV INSTITUTE OF FOREST, SIBERIAN BRANCH, RUSSIAN ACADEMY OF SCIENCES","5422","9","22.97","1953"
"environment_ecology","UNIVERSITAS HASANUDDIN","5421","6","36.88","1954"
"environment_ecology","CUKUROVA UNIVERSITY","5420","3","9.31","1955"
"environment_ecology","NORTH CAROLINA MUSEUM NAT SCI","5415","4","29.75","1956"
"environment_ecology","ZURICH UNIVERSITY OF APPLIED SCIENCES","5413","5","27.2","1957"
"environment_ecology","SABZEVAR UNIV MED SCI","5412","2","49.2","1958"
"environment_ecology","NATIONAL RESEARCH & DEVELOPMENT INSTITUTE IN FORESTRY MARIN DRACEA","5395","6","39.09","1959"
"environment_ecology","SAVANNAH RIVER ECOLOGY LABORATORY","5394","2","14.66","1960"
"environment_ecology","US FOOD & DRUG ADMINISTRATION (FDA)","5391","3","26.69","1961"
"environment_ecology","SHAHREKORD UNIVERSITY","5383","1","19.86","1962"
"environment_ecology","UNIVERSIDADE DA BEIRA INTERIOR","5380","0","15.96","1963"
"environment_ecology","MASSACHUSETTS GENERAL HOSPITAL","5368","1","25.32","1964"
"environment_ecology","GEBZE TECHNICAL UNIVERSITY","5368","4","17.32","1964"
"environment_ecology","UNIVERSITY OF LIMERICK","5366","3","21.04","1965"
"environment_ecology","JACKSON STATE UNIVERSITY","5362","1","23.21","1966"
"environment_ecology","DEPARTMENT OF BIOTECHNOLOGY (DBT) INDIA","5352","5","25.73","1967"
"environment_ecology","GOVERNMENT COLLEGE UNIVERSITY LAHORE","5352","3","13.41","1967"
"environment_ecology","UMM AL-QURA UNIVERSITY","5348","7","12.73","1968"
"environment_ecology","CLIMATE ANALYT","5346","9","79.79","1969"
"environment_ecology","MEKELLE UNIVERSITY","5345","2","18.56","1970"
"environment_ecology","ONTARIO MINIST ENVIRONM & CLIMATE CHANGE","5333","3","44.44","1971"
"environment_ecology","UNIVERSIDADE FEDERAL DO SUL DA BAHIA","5331","8","57.32","1972"
"environment_ecology","NATIONAL INSTITUTE OF FUNDAMENTAL STUDIES (NIFS)","5328","2","47.15","1973"
"environment_ecology","UNIVERSITY OF CHITTAGONG","5321","6","19.07","1974"
"environment_ecology","JAPAN ATOMIC ENERGY AGENCY","5319","3","19.34","1975"
"environment_ecology","CHINESE ACADEMY OF TROPICAL AGRICULTURAL SCIENCES","5319","3","16.78","1975"
"environment_ecology","DONGBEI UNIVERSITY OF FINANCE & ECONOMICS","5318","7","22.73","1976"
"environment_ecology","COLLEGE OF CHARLESTON","5306","3","23.58","1977"
"environment_ecology","YUNNAN AGRICULTURAL UNIVERSITY","5298","5","15.45","1978"
"environment_ecology","GUANGDONG UNIVERSITY OF FOREIGN STUDIES","5290","6","30.4","1979"
"environment_ecology","SAVITRIBAI PHULE PUNE UNIVERSITY","5280","2","18.53","1980"
"environment_ecology","GRAND VALLEY STATE UNIVERSITY","5273","4","25.72","1981"
"environment_ecology","INSTITUT D'INVESTIGACIO SANITARIA PERE VIRGILI (IISPV)","5269","2","23.73","1982"
"environment_ecology","UNIVERSITY OF QUEBEC CHICOUTIMI","5269","6","22.23","1982"
"environment_ecology","SAVEETHA DENTAL COLLEGE & HOSPITAL","5268","9","13.97","1983"
"environment_ecology","LODZ UNIVERSITY OF TECHNOLOGY","5263","2","15.39","1984"
"environment_ecology","SIBERIAN FEDERAL UNIVERSITY","5257","9","16.74","1985"
"environment_ecology","TIANJIN MEDICAL UNIVERSITY","5252","3","18.82","1986"
"environment_ecology","ECOLE NATIONALE SUPERIEURE DE CHIMIE DE RENNES (ENSCR)","5250","4","25.61","1987"
"environment_ecology","","0","0","0","1988"
"geosciences","SHAANXI NORMAL UNIVERSITY","8903","11","17.56","924"
"geosciences","BIRKBECK UNIVERSITY LONDON","8888","1","21.16","925"
"geosciences","UNIVERSITE BOURGOGNE EUROPE","8864","5","17.15","926"
"geosciences","FINNISH GEOSPATIAL RESEARCH INSTITUTE (FGI)","8832","7","31.66","927"
"geosciences","ZHENGZHOU UNIVERSITY","8827","11","11.63","928"
"geosciences","KOBE UNIVERSITY","8810","9","14.98","929"
"geosciences","NORTHWEST RESEARCH ASSOCIATES","8770","9","24.16","930"
"geosciences","UNIVERSITY OF SIENA","8726","4","21.55","931"
"geosciences","UNIVERSITI PUTRA MALAYSIA","8690","6","27.41","932"
"geosciences","COMENIUS UNIVERSITY BRATISLAVA","8690","3","11.76","932"
"geosciences","COMSATS UNIVERSITY ISLAMABAD (CUI)","8680","4","18.91","933"
"geosciences","PHYSICAL RESEARCH LABORATORY - INDIA","8656","6","13.85","934"
"geosciences","UNIVERSITY OF NORTH DAKOTA GRAND FORKS","8633","4","20.27","935"
"geosciences","AGENCIA ESTATAL DE METEOROLOGIA (AEMET)","8619","8","22.27","936"
"geosciences","INSTITUTE OF SPACE & ASTRONAUTICAL SCIENCE (ISAS)","8613","9","21.06","937"
"geosciences","UNIVERSITI TEKNOLOGI PETRONAS","8610","7","17.12","938"
"geosciences","NANCHANG UNIVERSITY","8592","18","22.09","939"
"geosciences","INSTITUTE OF CHEMICAL ENGINEERING SCIENCES (ICE-HT)","8588","9","37.34","940"
"geosciences","UNIVERSITY OF TEXAS AT SAN ANTONIO (UTSA)","8588","5","21","940"
"geosciences","MINISTRY OF WATER RESOURCES","8580","9","22.34","941"
"geosciences","UNIVERSIDAD DE CORDOBA","8578","9","21.83","942"
"geosciences","MUSEO LA PLATA","8572","1","12.33","943"
"geosciences","ANHUI UNIVERSITY OF SCIENCE & TECHNOLOGY","8559","7","9.62","944"
"geosciences","MISSOURI UNIVERSITY OF SCIENCE & TECHNOLOGY","8556","8","15.28","945"
"geosciences","INDIAN INSTITUTE OF TECHNOLOGY (IIT) - KANPUR","8527","2","14.93","946"
"geosciences","OLLSCOIL NA GAILLIMHE-UNIVERSITY OF GALWAY","8526","6","28.71","947"
"geosciences","ANHUI INSTITUTE OF OPTICS & FINE MECHANICS (AIOFM), CAS","8519","3","17.28","948"
"geosciences","KANAZAWA UNIVERSITY","8506","3","13.44","949"
"geosciences","WESTERN SYDNEY UNIVERSITY","8485","11","33.41","950"
"geosciences","VITO","8485","11","30.09","950"
"geosciences","GLOBAL INSTITUTE FOR WATER SECURITY","8482","10","43.06","951"
"geosciences","UNIVERSIDADE FEDERAL FLUMINENSE","8480","6","13.5","952"
"geosciences","XI'AN SHIYOU UNIVERSITY","8471","5","11.45","953"
"geosciences","FLANDERS MARINE INSTITUTE VLIZ","8411","14","95.58","954"
"geosciences","XI'AN INSTITUTE OF OPTICS & PRECISION MECHANICS, CAS","8410","15","43.13","955"
"geosciences","VIETNAM ACADEMY OF SCIENCE & TECHNOLOGY (VAST)","8406","4","18.04","956"
"geosciences","UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO","8387","4","13.06","957"
"geosciences","OBUKHOV INSTITUTE OF ATMOSPHERIC PHYSICS OF RUSSIAN ACADEMY OF SCIENCES","8378","3","9.76","958"
"geosciences","NASA JOHNSON SPACE CENTER","8372","9","22.21","959"
"geosciences","UNIVERSITA DI MODENA E REGGIO EMILIA","8347","1","15.26","960"
"geosciences","PLA INFORMATION ENGINEERING UNIVERSITY","8342","15","14.02","961"
"geosciences","SCHMIDT INSTITUTE OF PHYSICS OF THE EARTH OF THE RUSSIAN ACADEMY OF SCIENCES","8339","4","5.44","962"
"geosciences","HUAZHONG AGRICULTURAL UNIVERSITY","8327","6","24.71","963"
"geosciences","CICESE - CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA","8315","3","13.14","964"
"geosciences","UNIVERSITY OF WISCONSIN MILWAUKEE","8314","8","24.67","965"
"geosciences","UNIVERSITY OF AUGSBURG","8297","10","28.91","966"
"geosciences","CNRS - INSTITUTE FOR HUMANITIES & SOCIAL SCIENCES (INSHS)","8287","2","13.37","967"
"geosciences","BIOTECHNOLOGY AND BIOLOGICAL SCIENCES RESEARCH COUNCIL (BBSRC)","8278","13","64.67","968"
"geosciences","NAVAL POSTGRADUATE SCHOOL","8247","5","19.05","969"
"geosciences","INSTITUTE OF OCEANOLOGY OF THE POLISH ACADEMY OF SCIENCES","8240","8","32.44","970"
"geosciences","UNIVERSITY OF SOUTHERN QUEENSLAND","8239","10","24.82","971"
"geosciences","UNIVERSITY OF TRIESTE","8237","3","13.29","972"
