序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
1168,272884775105,279202994785,1810700951,为爱冲锋吧勇士,3,保密,"看不了了兄弟,能再发一下吗[给心心]",2025-10-30 13:58:53,0,0,,河南,否,https://i2.hdslb.com/bfs/face/a821fad9bca08388b722af41db361cb1b0822d51.jpg
1169,279202994785,279203216017,1334410459,星陨FallStar,5,保密,回复 @为爱冲锋吧勇士 :别急啊，刚回宿舍，一小时之内我重发一下,2025-10-30 14:00:51,0,0,,内蒙古,否,https://i1.hdslb.com/bfs/face/2dc7fea797231f7757b81ae48c5d08164df51889.jpg
1170,277915865825,279205466705,1334410459,星陨FallStar,5,保密,"回复 @还是当猪算了 :很抱歉大家，由于我改动了笔记位置，导致之前的笔记打不开了，这里给大家补一下，如果你觉得笔记不错的话，点一个赞让更多人看到，无偿分享，也可以留一个评论鼓励我一下
web后端（依据本视频做的笔记，不包含linux，docker，vue）: https://mubucm.com/doc/3ZHq6rUF4D0
MySQL（不全，因为我正在学，但对于web阶段完全够用）: 
https://mubucm.com/doc/3cKwNIRmm
Linux&amp;Docker（比视频更全更系统）: https://mubucm.com/doc/1_MhWxEhgAm
前端笔记（html，css，js，nginx，vue23，uniapp，【nginx，css，js】不全，但对于后端完全够用，vue23很全且系统）: https://mubucm.com/doc/1EZvA7PPHHc
前端项目（和上面的一起看）: https://mubucm.com/doc/hqg9Z2yiG",2025-10-30 14:24:10,0,12,,内蒙古,否,https://i1.hdslb.com/bfs/face/2dc7fea797231f7757b81ae48c5d08164df51889.jpg
1171,279202994785,279205558097,1334410459,星陨FallStar,5,保密,"回复 @为爱冲锋吧勇士 :很抱歉大家，由于我改动了笔记位置，导致之前的笔记打不开了，这里给大家补一下，如果你觉得笔记不错的话，点一个赞让更多人看到，无偿分享，也可以留一个评论鼓励我一下
web后端（依据本视频做的笔记，不包含linux，docker，vue）: https://mubucm.com/doc/3ZHq6rUF4D0
MySQL（不全，因为我正在学，但对于web阶段完全够用）: 
https://mubucm.com/doc/3cKwNIRmm
Linux&amp;Docker（比视频更全更系统）: https://mubucm.com/doc/1_MhWxEhgAm
前端笔记（html，css，js，nginx，vue23，uniapp，【nginx，css，js】不全，但对于后端完全够用，vue23很全且系统）: https://mubucm.com/doc/1EZvA7PPHHc
前端项目（和上面的一起看）: https://mubucm.com/doc/hqg9Z2yiG",2025-10-30 14:24:23,0,7,,内蒙古,否,https://i1.hdslb.com/bfs/face/2dc7fea797231f7757b81ae48c5d08164df51889.jpg
1172,278704203249,279205479745,1334410459,星陨FallStar,5,保密,"回复 @重生之女儿国国王 :很抱歉大家，由于我改动了笔记位置，导致之前的笔记打不开了，这里给大家补一下，如果你觉得笔记不错的话，点一个赞让更多人看到，无偿分享，也可以留一个评论鼓励我一下
web后端（依据本视频做的笔记，不包含linux，docker，vue）: https://mubucm.com/doc/3ZHq6rUF4D0
MySQL（不全，因为我正在学，但对于web阶段完全够用）: 
https://mubucm.com/doc/3cKwNIRmm
Linux&amp;Docker（比视频更全更系统）: https://mubucm.com/doc/1_MhWxEhgAm
前端笔记（html，css，js，nginx，vue23，uniapp，【nginx，css，js】不全，但对于后端完全够用，vue23很全且系统）: https://mubucm.com/doc/1EZvA7PPHHc
前端项目（和上面的一起看）: https://mubucm.com/doc/hqg9Z2yiG",2025-10-30 14:24:35,0,5,,内蒙古,否,https://i1.hdslb.com/bfs/face/2dc7fea797231f7757b81ae48c5d08164df51889.jpg
1173,272884775105,282219980464,425615005,彳彳彳_亍亍亍,5,男,请问我大一只学了c语言，寒假可以学这些吗。,2025-11-12 03:02:46,0,0,,陕西,否,https://i1.hdslb.com/bfs/face/f9bd9913371845b74071123042159d9e9e0d9bb3.jpg
1174,282219980464,280382404417,1334410459,星陨FallStar,5,保密,回复 @彳彳彳_亍亍亍 :先学 java 基础,2025-11-12 03:04:55,0,0,,内蒙古,否,https://i1.hdslb.com/bfs/face/2dc7fea797231f7757b81ae48c5d08164df51889.jpg
1175,280382404417,282220333168,425615005,彳彳彳_亍亍亍,5,男,回复 @星陨FallStar :是那个2021年的javaweb基础吗，谢谢,2025-11-12 03:05:28,0,0,,陕西,否,https://i1.hdslb.com/bfs/face/f9bd9913371845b74071123042159d9e9e0d9bb3.jpg
1176,282220333168,280382467649,1334410459,星陨FallStar,5,保密,回复 @彳彳彳_亍亍亍 :现在有 25 年最新的，也是黑马的，你去他们主页找一找,2025-11-12 03:07:56,0,0,,内蒙古,否,https://i1.hdslb.com/bfs/face/2dc7fea797231f7757b81ae48c5d08164df51889.jpg
1177,282220333168,280382650753,1334410459,星陨FallStar,5,保密,回复 @彳彳彳_亍亍亍 :【黑马程序员2026版AI+Java零基础全套视频课程，Java入门到大神AI智能应用开发，涵盖Java核心语法、大量力扣、牛客网算法训练及Java项目开发-哔哩哔哩】 https://b23.tv/3z9Ermd,2025-11-12 03:09:09,0,1,,内蒙古,否,https://i1.hdslb.com/bfs/face/2dc7fea797231f7757b81ae48c5d08164df51889.jpg
1178,280382467649,282220594288,425615005,彳彳彳_亍亍亍,5,男,回复 @星陨FallStar :谢谢你,2025-11-12 03:09:19,0,0,,陕西,否,https://i1.hdslb.com/bfs/face/f9bd9913371845b74071123042159d9e9e0d9bb3.jpg
1179,272884775105,281057209745,453478963,tiansh甜食,5,保密,哇塞，感谢大佬[以闪亮之名_爱你哦],2025-11-19 11:08:14,0,0,我爱你,湖北,是,https://i1.hdslb.com/bfs/face/b43ed45b3777cb44cd0241c0dbb6dd66d44fffec.jpg
1180,272884775105,284425835216,3546579914983940,1188483883,4,保密,纯后端代码有吗，自己写有点看不懂那个文档119集实战得,2025-12-05 07:13:22,0,0,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1181,278865997136,283088538129,3546726019369050,A_Meng乾,2,保密,回复 @请你喝瑞 : 领到了吗？,2025-12-11 10:23:08,0,0,,河南,否,https://i0.hdslb.com/bfs/face/8426c72d83c932facf58fe5877613caf7cac9168.jpg
1182,272884775105,283977837521,453581573,今天你积分了吗,6,保密,能再发一遍吗谢谢你😘,2025-12-20 16:08:41,0,0,,北京,是,https://i2.hdslb.com/bfs/face/ee46113eacfc5e6f762a20a8a34cf8821f56023a.jpg
1183,272884775105,286034194848,1366719019,成长的橘子--,5,保密,谢谢你[给心心][给心心][给心心],2025-12-21 08:49:52,0,0,好好吃饭 天天开心,江苏,否,https://i1.hdslb.com/bfs/face/330e6eb32b2ddb33bf6df65f367e76a5ce0357ca.jpg
1184,0,272879151361,693797195,inter24,5,保密,怎么写这个的简历呀,2025-08-27 07:32:41,1,0,,上海,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1185,272879151361,274595006336,3546780272691717,我爱学习lululu,3,保密,这个写了也没用，皮毛,2025-08-30 10:44:38,0,0,,江苏,否,https://i0.hdslb.com/bfs/face/f61764b8c5ede649d74d53e70ae31b9b4f41affb.jpg
1186,0,274099030592,3493296185805639,bili_22132042240,3,保密,日志列表查询兄弟们有做吗？我做出来的结果就是数据库和前端都不能显示姓名，数据库的姓名为null，为什么呀,2025-08-26 11:06:55,1,0,,浙江,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1187,274099030592,272853953409,1612869191,X_stone-,5,保密,采用多表查询查，查emp表中的name字段,2025-08-27 03:33:51,0,0,,湖北,否,https://i2.hdslb.com/bfs/face/261c6de8dfd56289d364beee1a173934cc81c829.jpg
1188,0,272771014625,3546583572417170,六级过_,4,保密,p72 org.apache.ibatis.binding.BindingException: Invalid bound statement (not found): com.chj.mapper.UserMapper.findAll xml配置SQL语句时报错 检查没发现xml文件出错误,2025-08-26 09:43:01,0,0,,河南,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1189,0,274085382224,44333249,起个名字这么难吗啊啊,6,保密,前端页面是没ai真不好弄，上上下下移动看吐了[调皮],2025-08-26 09:12:09,0,0,,湖北,是,http://i2.hdslb.com/bfs/face/373c547c586dfcc93bcb818e58cb4ebfab9c9e6c.jpg
1190,0,272749869425,631467063,仙女漫画,4,保密,"搞了一上午，终于把soring-context下载好了，留给姐妹们参考，这个视频的setting文件里面配置的镜像过时了，大家重新找。或者参考我的
<mirrors>
    <mirror>
        <id>aliyunmaven</id>
        <mirrorOf>*</mirrorOf>
        <name>Aliyun Maven</name>
        <url>https://maven.aliyun.com/repository/public</url>
    </mirror>
</mirrors>

25.8.6",2025-08-26 06:04:09,0,0,"天道要你死，我也要把你抢回来！

冲击100粉丝中！",中国香港,是,https://i0.hdslb.com/bfs/face/f7b9af9812cd05658a564f4cacf947a0710451ad.jpg
1191,0,274044844336,387261127,wzymyc,5,男,飞书文档在哪儿,2025-08-26 02:42:21,0,0,,广东,是,https://i1.hdslb.com/bfs/face/0e88bd35ee805651a4f45a9adfb1ef2ea6a4b145.jpg
1192,0,272712493505,353579365,SolitudeOracle,5,保密,p71 我试着导入这个aliyun的项目，但是运行报错，问GPT说JDK版本问题，那咋多版本并存呢，然后选择JDK17来跑这个项目呢,2025-08-25 21:03:33,0,1,,山东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1193,0,272710709201,353579365,SolitudeOracle,5,保密,p69 为什么@Delete有表提示，但@Insert却没有呢,2025-08-25 19:43:12,0,0,,山东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1194,0,272709792769,353579365,SolitudeOracle,5,保密,p67 这些依赖啥的最后都要自己弄吗？好麻烦啊，记不住,2025-08-25 19:01:38,0,1,,山东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1195,0,274014024208,1192441637,夜游隼,5,保密,写笔记了：前面忘了，中间忘了，后面也忘了,2025-08-25 16:01:15,0,0,,江西,否,https://i2.hdslb.com/bfs/face/2be0f280bda7fdf9edf0937c59904debe26700de.jpg
1196,0,272633537809,353579365,SolitudeOracle,5,保密,p64 java -jar sql_Injection_demo-0.0.1-SNAPSHOT.jar --spring.datasource.username=root --spring.datasource.password=123456，这行可以改username和password,2025-08-25 05:54:12,0,1,,山东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1197,0,272594492289,353579365,SolitudeOracle,5,保密,p57 如果有id为1到3的数据，删除了id为3的再去添加，auto_increment还是会生成id为4的数据,2025-08-24 19:24:24,0,1,,山东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1198,0,272570799681,353579365,SolitudeOracle,5,保密,p53 这个DataGrip要不要也安装一个lingma插件,2025-08-24 14:15:03,0,0,,山东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1199,0,272544500769,1068798486,bili_96761890978,4,保密,为什么我下载了open in browser插件，但是运行html文件不在浏览器打开啊,2025-08-24 10:13:23,0,0,,湖北,否,https://i0.hdslb.com/bfs/face/273482cddbfc1e11ded78206330bfe236027888a.jpg
1200,0,273852293856,1065442929,-しらたま-,5,保密,我部门管理列表查询总是406,2025-08-24 09:55:42,0,1,,湖南,否,https://i0.hdslb.com/bfs/face/ee920b01442e8b87f74c01e31232f3e873e50277.jpg
1201,0,273847015376,3493296185805639,bili_22132042240,3,保密,在完成班级人数统计和学历统计的时候，控制台混合输出班级人数和学历人数，导致前端学历人数统计不能正常显示，怎么解决啊，涛哥,2025-08-24 09:03:54,0,0,,浙江,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1202,0,272507929825,1752632599,NB陈晋,4,男,老师你好，视频中讲义的链接能发一下吗？,2025-08-24 04:07:19,0,0,,浙江,否,https://i1.hdslb.com/bfs/face/1bb18a3b17cea10d5e796cc12179e9016dde5bfc.jpg
1203,0,272471767233,353579365,SolitudeOracle,5,保密,p49 只有属性注入时，才可以用@Qualifier和@Resource来声明注入的bean,2025-08-23 16:54:51,2,2,,山东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1204,272471767233,272472156145,353579365,SolitudeOracle,5,保密,"public UserController(@Qualifier(&#34;userServiceImpl2&#34;) UserService userService) {
        this.userService = userService;
    }",2025-08-23 17:01:21,0,0,,山东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1205,272472156145,272472328833,353579365,SolitudeOracle,5,保密,回复 @SolitudeOracle : 是可以在构造器注入的时候用@Qualifier选择bean的,2025-08-23 17:01:56,0,1,,山东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1206,0,273763250176,2105285449,芝士火考榴莲,5,保密,1,2025-08-23 14:33:44,0,0,,河南,否,https://i1.hdslb.com/bfs/face/31dfea1a067cbd59be9b3c92d607a5c11bceb051.jpg
1207,0,273753400288,1076457233,猎杀高市早苗,5,保密,每次学到中国公司做的技术我就觉得非常自豪，用中国公司做的软件进行项目开发，我觉得这件事真是泰酷辣,2025-08-23 13:15:32,0,0,,湖南,是,https://i2.hdslb.com/bfs/face/d9411e83f6081dbad418cc1fe7029e05a32fd9fa.jpg
1208,0,273727218336,509993139,诺夫荧Uriworld1,5,保密,p82修改部门的时候，我是自己看叉了，没有回显，导致在先后端联调的时候会增加部门，但是在apifox能修改，这是前端代码的原因吗,2025-08-23 09:36:09,0,0,,北京,否,https://i0.hdslb.com/bfs/face/b42ba9c7aafd71ecbdc52021c2f4f555af83d29b.jpg
1209,0,272372837441,353579365,SolitudeOracle,5,保密,p39 报红知道是什么问题，咋解决了。但是报黄呢，直接无视。,2025-08-23 01:26:49,0,0,,山东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1210,0,272366884673,353579365,SolitudeOracle,5,保密,p36 我在想，那可不可以初始化一个对象呢？“UserService userService = new UserService();”我把这行代码复制到@BeforeAll和@BeforeEach里都不可以,2025-08-22 23:52:59,4,2,,山东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1211,272366884673,272366819297,353579365,SolitudeOracle,5,保密,资源只是指扫描器，IO流那些吗？,2025-08-22 23:54:02,0,0,,山东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1212,272366819297,272367148769,353579365,SolitudeOracle,5,保密,回复 @SolitudeOracle : 忘记定义成员变量了,2025-08-23 00:01:09,0,0,,山东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1213,272367148769,272367706865,353579365,SolitudeOracle,5,保密,回复 @SolitudeOracle : 这个要先定义成员变量，在去@BeforeEach里给这个变量赋值,2025-08-23 00:11:28,0,0,,山东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1214,272367706865,272374371985,353579365,SolitudeOracle,5,保密,回复 @SolitudeOracle : @BeforeAll也可以，只加载一次对象,2025-08-23 01:46:35,0,0,,山东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1215,0,272312498993,1842554553,BubbleStiII,5,保密,这才是我心目中真正的JavaWeb课程，我甚至认为JavaWeb就应该按这套视频这么讲[墨镜],2025-08-22 11:05:31,0,10,,河北,否,https://i0.hdslb.com/bfs/face/fda1c2304b04aa6fcbcf2fadd75481aa4199b9fd.jpg
1216,0,272295485441,399990988,那字读一不读幺,4,女,这是全栈吗，还是后端的,2025-08-22 08:37:30,2,0,,四川,否,https://i1.hdslb.com/bfs/face/ecc8707dcfbc305ca4027d7b6d621dc6d23bf623.jpg
1217,272295485441,272406951985,35330750,好心人水牛,6,男,不管做哪个方向都需要对这些有个基本的认识吧，这个就是web入门，不怎么分方向。,2025-08-23 07:04:11,0,1,可以平凡，但别平庸。,江苏,否,https://i2.hdslb.com/bfs/face/08130877456ff3f09170d9db2866199333b592cb.jpg
1218,272295485441,273920364144,455783803,忘了那片海吧_,5,保密,前后端都有,2025-08-25 01:45:24,0,0,,浙江,否,https://i1.hdslb.com/bfs/face/32b4699112f8efe08777cdafa00f8c9742dc2061.jpg
1219,0,272244098481,353579365,SolitudeOracle,5,保密,p30 02:50 为什么没办法用id查询呢？没办法用id=1搜,2025-08-21 23:30:00,0,0,,山东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1220,0,272233122945,353579365,SolitudeOracle,5,保密,p19 这和Python里的f-string一样,2025-08-21 17:25:39,0,1,,山东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1221,0,272205571489,353579365,SolitudeOracle,5,保密,p11，lingma可以放到右侧,2025-08-21 13:09:10,0,0,,山东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1222,0,272198824177,353579365,SolitudeOracle,5,保密,p11 真tm绝了，图片发给ai，让后给他说这是产品经理写的原型。请分步实现这四个区域，顶部导航栏，条件筛选区域，员工信息展示区域，底部版权信息。然后ai库库干活。甚至连js都写好了。,2025-08-21 12:11:38,0,1,,山东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1223,0,273484650896,494108610,好看小橙子,4,男,为什么我的员工页面的头像没有加载出来啊，而且删除和更改的框上下挤在一起了,2025-08-21 10:30:26,0,1,我就是我，人间不一样的烟火,贵州,否,https://i0.hdslb.com/bfs/face/d8dc4f44603ed82e902e73de60f5cff22c959674.jpg
1224,0,273436681600,1749011344,阿肥也有梦想,4,保密,资料哪里领取,2025-08-21 03:10:49,1,0,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1225,273436681600,273438758208,37974444,黑马程序员,6,保密,视频简介中有详细的领取方式哈,2025-08-21 03:30:05,0,0,咨询课程、1对1就业指导、技术进阶提升【直接私信】，领取课程源码+资料，关注黑马程序员公众号，回复：领取资源02,北京,是,https://i0.hdslb.com/bfs/face/a71b4dd6647ddf0c813bcf74e062edab9224cb0e.jpg
1226,0,272120571585,353579365,SolitudeOracle,5,保密,再加入一个git来管理项目就好了。比如，用git来管理做第一个页面，第一个git提交head，第二个git提交body新闻标题，第三个提交body新闻正文,2025-08-20 22:12:43,0,1,,山东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1227,0,272120401201,353579365,SolitudeOracle,5,保密,08 要想复制绝对路径，直接点复制就可以了,2025-08-20 22:02:03,0,0,,山东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1228,0,272118367777,353579365,SolitudeOracle,5,保密,04 直接用cursor，lingma，trae用不着,2025-08-20 20:20:29,0,0,,山东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1229,0,273404830704,455783803,忘了那片海吧_,5,保密,@黑马程序员 150急里聚合后打包为什么会一直找不到符号啊[笑哭],2025-08-20 17:03:32,0,0,,浙江,否,https://i1.hdslb.com/bfs/face/32b4699112f8efe08777cdafa00f8c9742dc2061.jpg
1230,0,273398219216,457136944,青衣大神来也,5,保密,各位同学，大家一起学习啊，我给大家已经整理好了笔记，大家可以在CSND上查看，需要的同学可以在CSDN上看，https://blog.csdn.net/mydorling1/article/details/150564543?sharetype=blogdetail&sharerId=150564543&sharerefer=PC&sharesource=mydorling1&spm=1011.2480.3001.8118,2025-08-20 15:54:45,0,1,,陕西,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
1231,0,273336730800,3546645421623617,Suekun,4,保密,"我在第77集的环节，使用apifox发送请求，但是总是显示406，{
    ""timestamp"": ""2025-08-20T07:07:02.792+00:00"",
    ""status"": 406,
    ""error"": ""Not Acceptable"",
    ""path"": ""/depts""
}这个问题怎么解决",2025-08-20 07:19:22,3,0,,四川,是,https://i2.hdslb.com/bfs/face/a6396d677f543a173aa11f3d3cd2943a96121dda.jpg
1232,273336730800,273337024544,3546645421623617,Suekun,4,保密,不是讲义那种406,2025-08-20 07:23:35,0,0,,四川,是,https://i2.hdslb.com/bfs/face/a6396d677f543a173aa11f3d3cd2943a96121dda.jpg
1233,273336730800,272074520369,442206195,九月堕入,5,保密,请求方式可能错了吧，反正就是后端代码有问题,2025-08-20 11:59:37,0,0,,湖北,否,https://i0.hdslb.com/bfs/face/91840be02872f01d357c34cd175086aed38d7a50.jpg
1234,272074520369,276337264704,3546645421623617,Suekun,4,保密,回复 @九月堕入 : 谢谢你,2025-09-17 09:35:25,0,0,,四川,是,https://i2.hdslb.com/bfs/face/a6396d677f543a173aa11f3d3cd2943a96121dda.jpg
1235,0,272010806593,1147231057,-摆呀依,5,保密,视频炸了？,2025-08-20 02:20:02,1,1,,浙江,是,https://i1.hdslb.com/bfs/face/7b0257535302cab8169231bc1c447bff2abbba05.jpg
1236,272010806593,273304592816,37974444,黑马程序员,6,保密,没有哈，可以刷新一下或者换个浏览器看看,2025-08-20 02:33:11,0,2,咨询课程、1对1就业指导、技术进阶提升【直接私信】，领取课程源码+资料，关注黑马程序员公众号，回复：领取资源02,北京,是,https://i0.hdslb.com/bfs/face/a71b4dd6647ddf0c813bcf74e062edab9224cb0e.jpg
1237,0,273258817872,1076457233,猎杀高市早苗,5,保密,51集如果MySQL命令行不是ERROR2003，可能你以前安装过MySQL其他版本，直接找到那个老版本的包删掉。删不掉可能是服务没关，点到电脑服务里面，关掉MySQL服务，就可以删掉了,2025-08-19 14:23:00,0,0,,湖南,是,https://i2.hdslb.com/bfs/face/d9411e83f6081dbad418cc1fe7029e05a32fd9fa.jpg
1238,0,273255364848,1076457233,猎杀高市早苗,5,保密,终于学到数据库了，终于可以放松一下了，这学期刚学数据库概论，跟看小说一样轻松,2025-08-19 13:56:15,0,1,,湖南,是,https://i2.hdslb.com/bfs/face/d9411e83f6081dbad418cc1fe7029e05a32fd9fa.jpg
1239,0,271955332993,3493104095070852,よえいき,4,保密,部门管理的前端代码在哪？,2025-08-19 12:42:46,0,0,,福建,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1240,0,273239890480,1289149840,記的快乐,3,保密,看这个课要先去学java基础吗？,2025-08-19 11:54:18,2,0,,山东,否,https://i1.hdslb.com/bfs/face/e5c7b3581a6ad3b8cc6b601989187ea9d61a5950.jpg
1241,273239890480,272037526241,1968245166,五条悟美人,5,保密,要,2025-08-20 06:21:03,0,0,,湖北,否,https://i0.hdslb.com/bfs/face/34a438a67e6e90e1b91cddc9069961edd3259cec.jpg
1242,273239890480,272418485713,3493116032059568,取名字_-,4,保密,那是必然，而且学了基础来看第一遍的时候都会有点懵,2025-08-23 09:07:00,0,0,,云南,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1243,0,273215820672,2071895649,bili_41782292525,3,保密,为什么在浏览器访问192.168.100.128看不到页面，nginx已经运行了呀,2025-08-19 08:27:38,0,0,,广东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1244,0,271897433169,1067114090,茉莉味的Sherry,3,保密,"想问一下，学这个的话html css js MySQL
学具体的，还是跟着学这么多就行啊[跪了]",2025-08-19 03:53:53,1,0,置顶动态三连支持一下谢谢啦,广东,否,https://i2.hdslb.com/bfs/face/8167917bdd3cbf48847c15f770e44d8aec15db7e.jpg
1245,271897433169,271916696225,335695879,你是不是马思乐啊,6,保密,先学这么多能够做项目 然后后期再提升具体的技术,2025-08-19 06:49:39,0,0,是的我好急,中国香港,是,https://i1.hdslb.com/bfs/face/caa02a5f7c319fa4b1bb63f01a3529e6d2b6b2b4.jpg
1246,0,271854634945,433679064,小天暗星,5,男,可恶没有字幕,2025-08-18 15:48:09,0,0,假使有希望，它就在群众身上。,江西,否,https://i0.hdslb.com/bfs/face/758b0b77bb815245163f7835a1c42099ca1386e6.jpg
1247,0,273127415552,1076457233,猎杀高市早苗,5,保密,定义一个变量都得那么多前缀修饰，赋个值那么多点，一会调用这个包的函数一会调用那个类，真恶心。稍微有点错误就一直报错，恶心,2025-08-18 13:58:36,1,0,,湖南,是,https://i2.hdslb.com/bfs/face/d9411e83f6081dbad418cc1fe7029e05a32fd9fa.jpg
1248,273127415552,271958557281,358352284,五岁灬就很坏,5,保密,哥们代码不需要你敲，现在都是AI来做，重要的是原理和思路,2025-08-19 13:09:18,0,0,coding永无止境,河北,是,https://i1.hdslb.com/bfs/face/b0bf6de35359c9f9ce307c675ebeef346639d363.jpg
1249,0,273127152992,1076457233,猎杀高市早苗,5,保密,这Java是越学越觉得恶心，对比其他语言复杂得要死,2025-08-18 13:56:04,0,1,,湖南,是,https://i2.hdslb.com/bfs/face/d9411e83f6081dbad418cc1fe7029e05a32fd9fa.jpg
1250,0,273118415776,1309415122,依依9222,3,保密,为什么会出现406错误,2025-08-18 12:48:11,1,0,,宁夏,否,https://i1.hdslb.com/bfs/face/b0f8ed6f358bdf9bc94619686922ebd0c69bbe1c.jpg
1251,273118415776,273172108736,88034112,红番区摇头战将i,5,保密,应该是lombook的问题，idea识别不了,2025-08-19 01:37:58,0,0,,广东,否,https://i0.hdslb.com/bfs/face/d667eaac06a3cc514cd97c07ed0019665e66d067.jpg
1252,0,273053989216,627548548,一丝q日米,3,保密,跨域问题在哪里有讲？,2025-08-18 03:34:43,0,0,,新疆,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1253,0,273039464944,295229629,永雏小啡,6,保密,这个视频学完了还要做什么才能找到工作,2025-08-18 01:00:03,2,0,苦痛的根源,四川,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1254,273039464944,273041990592,37974444,黑马程序员,6,保密,可以参考一下Java学习路线https://www.bilibili.com/opus/494817843530680807,2025-08-18 01:33:22,0,0,咨询课程、1对1就业指导、技术进阶提升【直接私信】，领取课程源码+资料，关注黑马程序员公众号，回复：领取资源02,北京,是,https://i0.hdslb.com/bfs/face/a71b4dd6647ddf0c813bcf74e062edab9224cb0e.jpg
1255,273039464944,273439343776,3493076100188314,世界一幸せになれたよ,4,保密,在这问不如去招聘软件上看人家岗位的的需求,2025-08-21 03:35:40,0,1,,河南,是,https://i1.hdslb.com/bfs/face/8e3e3f7bc8c2e5255fae37694b311647709554b9.webp
1256,0,272922828096,3546568447757223,巴雷难明长夜,5,保密,在第66节课配置sql提示遇到的问题，数据库的链接是成功的有没有大佬知道怎么解决,2025-08-17 02:21:48,1,0,,广东,否,https://i0.hdslb.com/bfs/face/58c2b1025a090c98957012f9426e5006e77bfe0d.jpg
1257,272922828096,271736908657,442138785,琉璃色的彼方,6,保密,点框里的选择架构试试,2025-08-17 17:07:05,0,0,"What is mind? No matter. 
What is matter? Never mind.",福建,否,https://i0.hdslb.com/bfs/face/e8b736f6bc668d4bc6a854b75760ac1185ae187d.jpg
1258,0,272922828160,3546568447757223,巴雷难明长夜,5,保密,在第66节课配置sql提示遇到的问题，数据库的链接是成功的有没有大佬知道怎么解决,2025-08-17 02:21:48,0,0,,广东,否,https://i0.hdslb.com/bfs/face/58c2b1025a090c98957012f9426e5006e77bfe0d.jpg
1259,0,271539545105,651134872,Ghy619,5,保密,这个为什么没有数据,2025-08-16 05:39:50,1,0,芸芸众生，皆为过客,广东,否,https://i1.hdslb.com/bfs/face/49a499b3f99a99b0a13b6f093f922f8398b7c867.jpg
1260,271539545105,273358786576,3546780272691717,我爱学习lululu,3,保密,服务器内部错误，那代码存在问题,2025-08-20 10:39:40,0,0,,江苏,否,https://i0.hdslb.com/bfs/face/f61764b8c5ede649d74d53e70ae31b9b4f41affb.jpg
1261,0,271534921825,22769153,可贰的小麻球,6,男,[doge_金箍]spring boot 好啰嗦，我转FastAPI了,2025-08-16 05:00:33,0,0,,日本,否,https://i2.hdslb.com/bfs/face/28c15f29dd8f84a13ad7436807ba010ff9f3f360.jpg
1262,0,271509966609,1267130784,最最最喜欢02,5,保密,看新版还是老版的啊,2025-08-16 01:00:09,1,0,,江苏,否,https://i0.hdslb.com/bfs/face/f5bb898037b91572715e25660adb392c585019cf.jpg
1263,271509966609,271518863825,18784192,loluomg,6,保密,新,2025-08-16 02:41:58,0,1,†,广东,否,https://i1.hdslb.com/bfs/face/410f49031200e65fde50c954746d6ad964cb8bcc.jpg
1264,0,272718623600,1420911544,bili_52216965042,3,男,谁能告诉我资源怎么领阿[大哭],2025-08-15 10:02:11,0,0,,陕西,否,https://i1.hdslb.com/bfs/face/5089971552eeca50e98926ba410f70e0930e5fae.jpg
